iter	Logloss
179	0.09547647064
180	0.09479985484
181	0.09440043894
182	0.09390866607
183	0.09324968058
184	0.09259901447
185	0.09180374682
186	0.09135521633
187	0.09080786996
188	0.0903963683
189	0.08996438707
190	0.08940931685
191	0.08899199017
192	0.08846797734
193	0.08788004567
194	0.08721277216
195	0.08656701695
196	0.08615677148
197	0.08547871634
198	0.08501000594
199	0.08460297059
200	0.08398713738
201	0.08348150286
202	0.08317144024
203	0.0827718601
204	0.08238054651
205	0.08197874983
206	0.0815258699
207	0.0812147719
208	0.0805811263
209	0.08000134301
210	0.07967148646
211	0.07913983435
212	0.07859028159
213	0.07792683727
214	0.07743707768
215	0.07707041598
216	0.0766326626
217	0.07627992335
218	0.07582569326
219	0.07547816724
220	0.07497966283
221	0.07464843984
222	0.07421561353
223	0.07392459765
224	0.0733967785
225	0.07306343954
226	0.07268974217
227	0.07236295062
228	0.07195901574
229	0.07161320128
230	0.07125910226
231	0.07075843109
232	0.07043277297
233	0.06998965419
234	0.06967732152
235	0.0693809279
236	0.06887745971
237	0.06842745007
238	0.06811272176
239	0.06768852372
240	0.06732611506
241	0.06700723849
242	0.06656377228
243	0.06637791233
244	0.06591255839
245	0.06552887896
246	0.0651488457
247	0.06480783839
248	0.064577619
249	0.064203302
250	0.06393193351
251	0.06360890049
252	0.0632003796
253	0.062965571
254	0.06269699377
255	0.06233246267
256	0.06208555031
257	0.06174205805
258	0.06142750828
259	0.06110760762
260	0.06077603548
261	0.06045586185
262	0.06012667167
263	0.05978822903
264	0.05940714962
265	0.05912436535
266	0.05884142304
267	0.0586646432
268	0.05836070556
269	0.05804691966
270	0.05777401798
271	0.0575906714
272	0.05731716698
273	0.05700748655
274	0.0567538918
275	0.05647026748
276	0.05618415495
277	0.05594711185
278	0.05571942601
279	0.0553996418
280	0.05518500192
281	0.05496697726
282	0.05473884151
283	0.05440776956
284	0.05423087368
285	0.05392803092
286	0.05376207791
287	0.05351588148
288	0.05329240416
289	0.05307831463
290	0.05284046788
291	0.0526212705
292	0.05232367493
293	0.05217538521
294	0.05194669895
295	0.05176344872
296	0.05151668727
297	0.05127909052
298	0.05112717355
299	0.0508965391
300	0.05069863316
301	0.05044997415
302	0.05035108592
303	0.05013924166
304	0.04995218925
305	0.0496014464
306	0.04947502878
307	0.04923757284
308	0.04903510093
309	0.04887771767
310	0.04869942462
311	0.04850239006
312	0.04826631164
313	0.04803922239
314	0.04788846212
315	0.04772572267
316	0.04755259807
317	0.04740057797
318	0.04717191192
319	0.04690173778
320	0.04666018047
321	0.04653055033
322	0.04634271669
323	0.04618250838
324	0.0460156135
325	0.04586044853
326	0.04566057063
327	0.04547476293
328	0.0452751351
329	0.04513170712
330	0.04495447277
331	0.04478294014
332	0.04456727509
333	0.04440014353
334	0.04420591201
335	0.04394846649
336	0.04377529386
337	0.04364823146
338	0.04348379853
339	0.04334036219
340	0.04322994398
341	0.04307492968
342	0.04292991811
343	0.04280461555
344	0.04262995937
345	0.04245992746
346	0.04234803204
347	0.04218468823
348	0.04202184631
349	0.04190055344
350	0.04174734374
351	0.04156797118
352	0.04143739896
353	0.04131769964
354	0.04121496155
355	0.04115705205
356	0.04103455207
357	0.04095272963
358	0.04085041033
359	0.04072018909
360	0.04058949574
361	0.04037538296
362	0.04031599324
363	0.04016781858
364	0.04004222488
365	0.0398740532
366	0.03969523788
367	0.03957579405
368	0.03937926382
369	0.03923983414
370	0.03908259576
371	0.03891351483
372	0.03881762506
373	0.03870203835
374	0.03858678471
375	0.03846901071
376	0.03833856002
377	0.03821673086
378	0.03809692713
379	0.03796197766
380	0.03775384427
381	0.03765487426
382	0.03747564656
383	0.03733990635
384	0.03725235472
385	0.03708254972
386	0.03698115573
387	0.03680759102
388	0.03664559812
389	0.03653154288
390	0.03642851536
391	0.03631644292
392	0.03616700352
393	0.03605706047
394	0.03592720483
395	0.03578669667
396	0.03562246188
397	0.03552278186
398	0.03536880604
399	0.03524864778
400	0.03513926242
401	0.03504804513
402	0.03494941954
403	0.03481265872
404	0.03468338986
405	0.03459169956
406	0.03448010139
407	0.03432851038
408	0.03423953946
409	0.03415849378
410	0.03406370506
411	0.03395768349
412	0.03382694864
413	0.0337031335
414	0.03360418621
415	0.03351955916
416	0.03342650482
417	0.03334238469
418	0.03323427919
419	0.03313534635
420	0.03297411781
421	0.03285230998
422	0.03272821527
423	0.03263002309
424	0.03251710342
425	0.03240964069
426	0.03231301625
427	0.03220582824
428	0.03211783385
429	0.03202525035
430	0.03191826609
431	0.03180849465
432	0.03171631117
433	0.03158480275
434	0.03150522323
435	0.03143288797
436	0.0313245174
437	0.0312200498
438	0.0311285332
439	0.03098564075
440	0.03084191848
441	0.03073770093
442	0.03063357632
443	0.0305095192
444	0.03043595498
445	0.0303149058
446	0.03025246998
447	0.0301499644
448	0.030055953
449	0.02992775529
450	0.02983482533
451	0.02976442997
452	0.02969402578
453	0.02961397282
454	0.02950097321
455	0.02941929168
456	0.02934984488
457	0.02926997083
458	0.02918698641
459	0.02910595796
460	0.02901431093
461	0.02892082968
462	0.02880281954
463	0.02874767163
464	0.02865060482
465	0.02855318757
466	0.02849193351
467	0.02839342873
468	0.02826137346
469	0.02819655537
470	0.0281466932
471	0.02807324365
472	0.02798182187
473	0.02791320785
474	0.02779469269
475	0.02773487092
476	0.02765372111
477	0.02756787592
478	0.02747870771
479	0.02745163108
480	0.02738537613
481	0.02732053908
482	0.02726041148
483	0.0271860913
484	0.02712747041
485	0.02706055033
486	0.02700590377
487	0.02691739207
488	0.0268200303
489	0.02678134885
490	0.02670334501
491	0.02665735547
492	0.0265898151
493	0.02654360916
494	0.02646126494
495	0.02640575784
496	0.02634491646
497	0.02626590418
498	0.02620250938
499	0.02613661748
500	0.02604471992
501	0.02599096008
502	0.0259388896
503	0.02590315846
504	0.02583011591
505	0.02577504693
506	0.02570279914
507	0.02559240862
508	0.02549744325
509	0.02542615607
510	0.02535796771
511	0.02529442085
512	0.02520212564
513	0.02514239961
514	0.02506673659
515	0.02501247063
516	0.02496554443
517	0.02489550861
518	0.02484416685
519	0.02475606268
520	0.02467264171
521	0.02459179762
522	0.02450747884
523	0.02445555056
524	0.02439136047
525	0.02431352285
526	0.0242470747
527	0.02417640927
528	0.0241019156
529	0.02404563116
530	0.0239874068
531	0.02390633114
532	0.02381915437
533	0.02375195193
534	0.02368693402
535	0.02356828627
536	0.02351095436
537	0.02345265673
538	0.02339455691
539	0.02332745948
540	0.02330698312
541	0.02322949702
542	0.02316760283
543	0.02311592455
544	0.02306046963
545	0.02301066681
546	0.02296905052
547	0.02290332662
548	0.0228302949
549	0.02278900546
550	0.02273039377
551	0.02266393658
552	0.02262802744
553	0.02256302243
554	0.02252407391
555	0.02247191669
556	0.02240779876
557	0.02233881705
558	0.02225546015
559	0.02219136093
560	0.02215496833
561	0.02210240424
562	0.02202010855
563	0.02196921388
564	0.02191280326
565	0.0218623064
566	0.02180442128
567	0.02175564075
568	0.02171497537
569	0.02166261547
570	0.02161481249
571	0.02156373871
572	0.02149522523
573	0.02145398791
574	0.02135941643
575	0.02129935909
576	0.02124036025
577	0.02119374391
578	0.02113440963
579	0.0210903621
580	0.0210368917
581	0.02097382724
582	0.02091183878
583	0.02086375745
584	0.02080718179
585	0.02073952986
586	0.02069268547
587	0.02066538009
588	0.02060791676
589	0.02054744926
590	0.02050078062
591	0.02044772249
592	0.02038102305
593	0.02034538318
594	0.02027280367
595	0.02021755181
596	0.02018775606
597	0.02011156864
598	0.02006643308
599	0.02003970332
600	0.01998595698
601	0.0199072986
602	0.0198490479
603	0.0197854979
604	0.01972261032
605	0.0196891453
606	0.01963750138
607	0.01960008981
608	0.01955420818
609	0.01952545865
610	0.01949759752
611	0.01946203637
612	0.01941314451
613	0.0193588319
614	0.01929370015
615	0.01924240326
616	0.0192082252
617	0.01915787384
618	0.01911678492
619	0.01908413672
620	0.01903357388
621	0.01898648292
622	0.01894363781
623	0.01888321207
624	0.01883832736
625	0.01879543767
626	0.01874996204
627	0.01869581976
628	0.01865377204
629	0.01861190687
630	0.01858745874
631	0.01856351807
632	0.01853225974
633	0.01850238936
634	0.01845395921
635	0.018401337
636	0.01836426479
637	0.01831739746
638	0.0182804059
639	0.01822283008
640	0.01817040029
641	0.01812898696
642	0.01809012972
643	0.01804255195
644	0.01799348188
645	0.01795550158
646	0.01791619173
647	0.01788134439
648	0.01782020935
649	0.01777220721
650	0.01773081492
651	0.01768675015
652	0.01764676464
653	0.01760139858
654	0.01756331525
655	0.01752447354
656	0.0175042717
657	0.0174548091
658	0.01742357883
659	0.01738047085
660	0.01733739001
661	0.01729544458
662	0.01725929745
663	0.0172254016
664	0.01719363888
665	0.01716196037
666	0.01713203754
667	0.01710549394
668	0.01707779611
669	0.01705017434
670	0.01700287572
671	0.01696185797
672	0.01690093036
673	0.01686946418
674	0.01683667419
675	0.01680449867
676	0.01674975813
677	0.0167013236
678	0.01667519961
679	0.01663854101
680	0.01661772556
681	0.01657439481
682	0.01654862114
683	0.01650550071
684	0.01645249933
685	0.01640387238
686	0.01636263234
687	0.01632432875
688	0.01629271535
689	0.01625062316
690	0.01621498719
691	0.01619725696
692	0.01617013114
693	0.01612200276
694	0.01610347144
695	0.01607229992
696	0.01603921165
697	0.01600534257
698	0.01596588149
699	0.01593133901
700	0.01590827646
701	0.01587209673
702	0.01583836516
703	0.01580602774
704	0.01576352021
705	0.01572522669
706	0.01567623183
707	0.01565853867
708	0.01561521915
709	0.01558086646
710	0.01555441138
711	0.01550758887
712	0.01547387279
713	0.01542869551
714	0.01539604031
715	0.01536981941
716	0.0153374814
717	0.01530265389
718	0.01527679877
719	0.01526165405
720	0.01522818589
721	0.01520176726
722	0.01515963999
723	0.01513281753
724	0.01510163702
725	0.01507712862
726	0.0150517609
727	0.01502222225
728	0.01499846824
729	0.01496699261
730	0.01492901965
731	0.01489580846
732	0.01485903912
733	0.0148384294
734	0.01479877263
735	0.01476300998
736	0.01472116176
737	0.01469374614
738	0.01465724415
739	0.01463750255
740	0.01460540694
741	0.01457047672
742	0.01453503309
743	0.0145165116
744	0.01451161065
745	0.01446884475
746	0.01443387207
747	0.01439935523
748	0.0143751188
749	0.01434857155
750	0.01431841637
751	0.01428539578
752	0.01425888805
753	0.01423691474
754	0.01421800279
755	0.01418508774
756	0.01414291672
757	0.01411177068
758	0.0140832999
759	0.01405378305
760	0.01404001155
761	0.01400795676
762	0.01397867278
763	0.01395132558
764	0.01390043954
765	0.01387075923
766	0.01384964729
767	0.01380613707
768	0.01377148685
769	0.01373364004
770	0.01369953154
771	0.01366804731
772	0.01363710394
773	0.0136119819
774	0.01358859699
775	0.01356520744
776	0.01352995992
777	0.0135034455
778	0.01348067034
779	0.01344939708
780	0.0134200091
781	0.01338233203
782	0.0133563521
783	0.01331857251
784	0.01330055659
785	0.01328226581
786	0.01325497956
787	0.01321641758
788	0.01317917285
789	0.01315280482
790	0.0131263639
791	0.01310478089
792	0.01307307283
793	0.01303906391
794	0.01299574027
795	0.01296894687
796	0.01294006114
797	0.01290462009
798	0.01287819805
799	0.01286074106
800	0.01283444982
801	0.0128175306
802	0.0127878826
803	0.01276476073
804	0.01273972654
805	0.01272202286
806	0.01269988115
807	0.0126828611
808	0.01267030812
809	0.01265169185
810	0.01262702855
811	0.01261133053
812	0.01260352082
813	0.01258160133
814	0.01256168078
815	0.01253072662
816	0.01250461266
817	0.01248050933
818	0.01245607589
819	0.01243137062
820	0.01240644955
821	0.01237254212
822	0.0123488601
823	0.01231823835
824	0.0122847668
825	0.0122597774
826	0.01223203243
827	0.01221546444
828	0.01218605173
829	0.0121682556
830	0.01214377733
831	0.01212069118
832	0.01209190114
833	0.01206054905
834	0.01204213389
835	0.01202326242
836	0.01200086192
837	0.01198090345
838	0.01195241744
839	0.01192129593
840	0.01189582321
841	0.01186409942
842	0.01183588327
843	0.01181475889
844	0.01178875677
845	0.01177057694
846	0.01175639518
847	0.01173846141
848	0.01172029011
849	0.01169162806
850	0.01167764025
851	0.01165933099
852	0.01164407454
853	0.01162352906
854	0.01160863863
855	0.01157936776
856	0.01154889389
857	0.01152560009
858	0.01150705057
859	0.01148337683
860	0.01146328014
861	0.01144317089
862	0.01142327586
863	0.01139498551
864	0.01137343219
865	0.01134332985
866	0.01132145793
867	0.01128824981
868	0.0112581437
869	0.01122862269
870	0.01120678627
871	0.01118741072
872	0.01116037907
873	0.01114154331
874	0.01112582056
875	0.01110989074
876	0.01108381786
877	0.01106439628
878	0.01104425392
879	0.01102250969
880	0.0110098364
881	0.01099373956
882	0.01095762855
883	0.01094028446
884	0.01091252096
885	0.01089680952
886	0.0108867482
887	0.0108669076
888	0.01083795509
889	0.01081121538
890	0.01080823899
891	0.01078764479
892	0.01077215035
893	0.01074045202
894	0.01072362197
895	0.01070213233
896	0.01068817654
897	0.0106595173
898	0.01063721783
899	0.01061082325
900	0.01059726713
901	0.01057386379
902	0.01055562498
903	0.01053458266
904	0.01051413708
905	0.01050848848
906	0.01048420406
907	0.01047119671
908	0.01045680796
909	0.01042990136
910	0.01041231566
911	0.01038349914
912	0.01036692458
913	0.01034778627
914	0.01032275792
915	0.01030338796
916	0.01027954265
917	0.01026493051
918	0.01024096644
919	0.01022563563
920	0.01020806039
921	0.01019088744
922	0.01017070064
923	0.01014777548
924	0.01012993645
925	0.01010657352
926	0.01009400116
927	0.01007996192
928	0.01006016609
929	0.01004045076
930	0.01003042855
931	0.01001061957
932	0.009998836596
933	0.009979096427
934	0.009961486347
935	0.009933065596
936	0.009914661839
937	0.009901777383
938	0.009879915889
939	0.009867456919
940	0.009841726493
941	0.009834266468
942	0.009813768777
943	0.009793255367
944	0.009775305034
945	0.009764653403
946	0.009751897023
947	0.00972651772
948	0.009711820455
949	0.009693794957
950	0.009674434907
951	0.009662269088
952	0.009645566125
953	0.009631622587
954	0.009613470104
955	0.009592650059
956	0.009579210731
957	0.009566393627
958	0.009550379533
959	0.009529994783
960	0.009514009855
961	0.00949389148
962	0.00947779887
963	0.009459460053
964	0.009444924172
965	0.009426127481
966	0.009411087295
967	0.009381143922
968	0.009364875684
969	0.009353520857
970	0.009337550745
971	0.009317165307
972	0.009295162012
973	0.009276632256
974	0.009256343786
975	0.009237757196
976	0.0092365557
977	0.00921965195
978	0.009204746092
979	0.009184724356
980	0.00916727207
981	0.009150324358
982	0.009132064016
983	0.009113206454
984	0.00909334782
985	0.009078753662
986	0.009057782039
987	0.009036592287
988	0.00902658715
989	0.009010789617
990	0.008990083277
991	0.008969056087
992	0.00894842756
993	0.008934885884
994	0.008917872431
995	0.008899930941
996	0.008884387861
997	0.008873413237
998	0.008860456141
999	0.008845739603
